industry_hash_id	code_source	code_	description_	version_	start_date	end_date	created_by	create_date	modified_by	modified_date
761ed2a9d1d4675852bbf476cbf4deed	NASIC	561439	Other Business Service Centers (including Copy Shops) 	current	2024-12-19		kds_adm	2024-12-19		
66337a21c373acc5a1b2359009e28f75	NASIC	561431	Private Mail Centers 	current	2024-12-19		kds_adm	2024-12-19		
9386b32dc3b1687af24e2e99d01ebbf0	NASIC	561422	Telemarketing Bureaus and Other Contact Centers 	current	2024-12-19		kds_adm	2024-12-19		
d898253edcd9650517d4e25af3e6c601	NASIC	561421	Telephone Answering Services 	current	2024-12-19		kds_adm	2024-12-19		
45de03db7442c568c44fcc935f0ea4e6	NASIC	561410	Document Preparation Services	current	2024-12-19		kds_adm	2024-12-19		
b3ea6f855ee008ee606f010a6a514010	NASIC	561330	Professional Employer Organizations	current	2024-12-19		kds_adm	2024-12-19		
4faf957457777bec262fe59f4f63bec4	NASIC	561320	Temporary Help Services	current	2024-12-19		kds_adm	2024-12-19		
4abfec375c950439dce6faad0567fe17	NASIC	561312	Executive Search Services 	current	2024-12-19		kds_adm	2024-12-19		
25a0848ef2cb09ae1c0b60794f8da610	NASIC	561311	Employment Placement Agencies 	current	2024-12-19		kds_adm	2024-12-19		
3c248aed77a12c9346b1a86ae25c1b2f	NASIC	561210	Facilities Support Services	current	2024-12-19		kds_adm	2024-12-19		
1379a7cb8726b1424f274a2286ef1597	NASIC	561110	Office Administrative Services	current	2024-12-19		kds_adm	2024-12-19		
1a850a9588f2d4b3ed97dc7d2a6cbaa6	NASIC	551114	Corporate, Subsidiary, and Regional Managing Offices 	current	2024-12-19		kds_adm	2024-12-19		
6e891379e96bb2c38157e8ee1ab200b9	NASIC	551112	Offices of Other Holding Companies 	current	2024-12-19		kds_adm	2024-12-19		
6a61d289c1127f603329d799f18f2188	NASIC	551111	Offices of Bank Holding Companies 	current	2024-12-19		kds_adm	2024-12-19		
26713bd6d4b5f588198cf64017d34fa0	NASIC	541990	All Other Professional, Scientific, and Technical Services	current	2024-12-19		kds_adm	2024-12-19		
6e4f47bf050c99f84907b2760a542750	NASIC	541940	Veterinary Services 	current	2024-12-19		kds_adm	2024-12-19		
3ed853d9363956c2206caff9cd981462	NASIC	541930	Translation and Interpretation Services	current	2024-12-19		kds_adm	2024-12-19		
b62d3dfb82e0a970bde5afe635fd4bf3	NASIC	541922	Commercial Photography 	current	2024-12-19		kds_adm	2024-12-19		
6767540b2ce082e25e4d79d431e1116c	NASIC	541921	Photography Studios, Portrait 	current	2024-12-19		kds_adm	2024-12-19		
aa76a60f7f3f972a79bc24fc508444ee	NASIC	541910	Marketing Research and Public Opinion Polling	current	2024-12-19		kds_adm	2024-12-19		
d9e4286ac2c0688767d1bcf551cf1226	NASIC	541890	Other Services Related to Advertising 	current	2024-12-19		kds_adm	2024-12-19		
fc54fbf995aac9e54bb28b71a86129d6	NASIC	541870	Advertising Material Distribution Services	current	2024-12-19		kds_adm	2024-12-19		
370f8276bf727871f2a3733c370cf3b9	NASIC	541860	Direct Mail Advertising	current	2024-12-19		kds_adm	2024-12-19		
cdf247c7023389e983d16b7870951551	NASIC	541850	Indoor and Outdoor Display Advertising	current	2024-12-19		kds_adm	2024-12-19		
b2813803ba184a3a8c33a9f46cbd1025	NASIC	541840	Media Representatives	current	2024-12-19		kds_adm	2024-12-19		
bdfab689da48a7bfcc9e1b1cb07878fa	NASIC	541830	Media Buying Agencies	current	2024-12-19		kds_adm	2024-12-19		
1a4867e392d29001ddc07e6e7d28d1b7	NASIC	541820	Public Relations Agencies	current	2024-12-19		kds_adm	2024-12-19		
5b94155804c71eb18a161bd9ffde4d20	NASIC	541810	Advertising Agencies	current	2024-12-19		kds_adm	2024-12-19		
188c08e6cc0e1370722b5452e1add297	NASIC	541720	Research and Development in the Social Sciences and Humanities 	current	2024-12-19		kds_adm	2024-12-19		
d22b610c3f7748e84cbf627b7563fd6c	NASIC	541715	Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) 	current	2024-12-19		kds_adm	2024-12-19		
2045cd52ef0959d6f185ef2f4495ce84	NASIC	541714	Research and Development in Biotechnology (except Nanobiotechnology)	current	2024-12-19		kds_adm	2024-12-19		
3d1db4cc5d6b895b1616810e7f8ce6ce	NASIC	541713	Research and Development in Nanotechnology 	current	2024-12-19		kds_adm	2024-12-19		
7df7d0061a8e997feadc300b189f97f7	NASIC	541690	Other Scientific and Technical Consulting Services	current	2024-12-19		kds_adm	2024-12-19		
471531570b711bc38c398a11332e1d6a	NASIC	541620	Environmental Consulting Services	current	2024-12-19		kds_adm	2024-12-19		
7809176e876b6058647a7eb65b913178	NASIC	541618	Other Management Consulting Services 	current	2024-12-19		kds_adm	2024-12-19		
aa78e147b5daabdc1482c505fa23702b	NASIC	541614	Process, Physical Distribution, and Logistics Consulting Services 	current	2024-12-19		kds_adm	2024-12-19		
75f45d4b5ede8b5885bc4a923affcd24	NASIC	541613	Marketing Consulting Services 	current	2024-12-19		kds_adm	2024-12-19		
fa6af9c8e780ee250f130484c73f5910	NASIC	541612	Human Resources Consulting Services 	current	2024-12-19		kds_adm	2024-12-19		
6254632c21ecefeb3c7074c23bcd93cb	NASIC	541611	Administrative Management and General Management Consulting Services 	current	2024-12-19		kds_adm	2024-12-19		
4595e05f9f9946075e0712ea7ad3a259	NASIC	541519	Other Computer Related Services	current	2024-12-19		kds_adm	2024-12-19		
b1fcad8ee45a90c3615a648b73d60f29	NASIC	541513	Computer Facilities Management Services 	current	2024-12-19		kds_adm	2024-12-19		
38f45f0e8696ca8b867409985392e734	NASIC	541512	Computer Systems Design Services 	current	2024-12-19		kds_adm	2024-12-19		
00bc891e15d74a16e633638fe60257c5	NASIC	541511	Custom Computer Programming Services 	current	2024-12-19		kds_adm	2024-12-19		
49713bb4825bd257965b1e08b25c2db5	NASIC	541490	Other Specialized Design Services	current	2024-12-19		kds_adm	2024-12-19		
cdffba2c4c7bc828a5af10ee628ade2e	NASIC	541430	Graphic Design Services	current	2024-12-19		kds_adm	2024-12-19		
a8be0697fd0cf249a88ad6765411ec4b	NASIC	541420	Industrial Design Services	current	2024-12-19		kds_adm	2024-12-19		
ffac2cb3ffc6bf77098230843f1812bc	NASIC	541410	Interior Design Services	current	2024-12-19		kds_adm	2024-12-19		
a803b4b44185893f59f45d4b6f5d413a	NASIC	541380	Testing Laboratories and Services	current	2024-12-19		kds_adm	2024-12-19		
b6827072e4943cffea020ca5e3e0afe2	NASIC	541370	Surveying and Mapping (except Geophysical) Services	current	2024-12-19		kds_adm	2024-12-19		
036826eaff878af0769eed7ca48675b5	NASIC	541360	Geophysical Surveying and Mapping Services	current	2024-12-19		kds_adm	2024-12-19		
6e6ec923431516c3f01f9b8cfdce9be0	NASIC	541350	Building Inspection Services	current	2024-12-19		kds_adm	2024-12-19		
01c8dd29861be26bbfb6584f81afe9bf	NASIC	541340	Drafting Services	current	2024-12-19		kds_adm	2024-12-19		
451ccab938057fc429734d3a7c924fad	NASIC	541330	Engineering Services	current	2024-12-19		kds_adm	2024-12-19		
8956bd85ce352719f1fd3e095a5caa0f	NASIC	541320	Landscape Architectural Services	current	2024-12-19		kds_adm	2024-12-19		
8a893d910eb6ab81ead44b1c9e2195c4	NASIC	541310	Architectural Services	current	2024-12-19		kds_adm	2024-12-19		
4d0110f41e8c1387aa25f474065a7960	NASIC	541219	Other Accounting Services 	current	2024-12-19		kds_adm	2024-12-19		
902645b76e14adb7482a7c0941222831	NASIC	541214	Payroll Services 	current	2024-12-19		kds_adm	2024-12-19		
13e02929013c93462738e3fc2ad9a806	NASIC	541213	Tax Preparation Services 	current	2024-12-19		kds_adm	2024-12-19		
5f5e5a184f00a469bec49f718d248f8d	NASIC	541211	Offices of Certified Public Accountants 	current	2024-12-19		kds_adm	2024-12-19		
372c6b6d2cfe2fed995372e35616b7ba	NASIC	541199	All Other Legal Services 	current	2024-12-19		kds_adm	2024-12-19		
7208c688f4a5dcb57bd24fa179a1de0b	NASIC	541191	Title Abstract and Settlement Offices 	current	2024-12-19		kds_adm	2024-12-19		
231ec00ba1acda86fa40cba89d1ec8e5	NASIC	541120	Offices of Notaries	current	2024-12-19		kds_adm	2024-12-19		
5c4be51323422f4ef4f278592488b1f0	NASIC	541110	Offices of Lawyers	current	2024-12-19		kds_adm	2024-12-19		
4db8a58b8714f271f3bff51198fbe254	NASIC	533110	Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)	current	2024-12-19		kds_adm	2024-12-19		
4362da42117038ab1e12a708cd8e354f	NASIC	532490	Other Commercial and Industrial Machinery and Equipment Rental and Leasing 	current	2024-12-19		kds_adm	2024-12-19		
f02754260332eabfcacba6448f6210f8	NASIC	532420	Office Machinery and Equipment Rental and Leasing	current	2024-12-19		kds_adm	2024-12-19		
e79912fba33b810209cdd58a0a0ead9e	NASIC	532412	Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing 	current	2024-12-19		kds_adm	2024-12-19		
5d7b7a83b1be8c6876487d2d56d82378	NASIC	532411	Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing 	current	2024-12-19		kds_adm	2024-12-19		
af002d9dc02f34b0046946aa3dde1a21	NASIC	532310	General Rental Centers	current	2024-12-19		kds_adm	2024-12-19		
d5461b207e98f4676335caeaded0dc0b	NASIC	532289	All Other Consumer Goods Rental 	current	2024-12-19		kds_adm	2024-12-19		
37103b92d1cd9b8dbc66a9b169f00b59	NASIC	532284	Recreational Goods Rental 	current	2024-12-19		kds_adm	2024-12-19		
edeeb0c20454da8b2b0bcc22cc5a2ebb	NASIC	532283	Home Health Equipment Rental 	current	2024-12-19		kds_adm	2024-12-19		
704c36f3a2c8aa6a0d78c34cef466e90	NASIC	532282	Video Tape and Disc Rental	current	2024-12-19		kds_adm	2024-12-19		
f09076c7f0adf03dbc506f21c7127da3	NASIC	532281	Formal Wear and Costume Rental	current	2024-12-19		kds_adm	2024-12-19		
214ea13b0b7dbae13a9869830b1833c1	NASIC	532210	Consumer Electronics and Appliances Rental	current	2024-12-19		kds_adm	2024-12-19		
dee1be7f1fcfa9081197b8fd24254c59	NASIC	449110	Furniture Retailers 	current	2024-12-19		kds_adm	2024-12-19		
2b9921d250c816dcc204959cb01cde6f	NASIC	532120	Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing 	current	2024-12-19		kds_adm	2024-12-19		
c31b1015995840cc4110bac17ef58f7e	NASIC	532112	Passenger Car Leasing 	current	2024-12-19		kds_adm	2024-12-19		
46906b6ced97472f2b2e2f62deaf0af9	NASIC	532111	Passenger Car Rental 	current	2024-12-19		kds_adm	2024-12-19		
bbd7fa263b85b86baa3f5e8e5264142f	NASIC	531390	Other Activities Related to Real Estate 	current	2024-12-19		kds_adm	2024-12-19		
a8936156c8df73ce1774dc405c9ac650	NASIC	531320	Offices of Real Estate Appraisers 	current	2024-12-19		kds_adm	2024-12-19		
8a00815b4e0206e4f74ddf58cbe7cc8b	NASIC	531312	Nonresidential Property Managers 	current	2024-12-19		kds_adm	2024-12-19		
c820f0856c132ccc6de476ffd9b45e7b	NASIC	531311	Residential Property Managers 	current	2024-12-19		kds_adm	2024-12-19		
c158da3f287670c525f1a86cd57a746a	NASIC	531210	Offices of Real Estate Agents and Brokers	current	2024-12-19		kds_adm	2024-12-19		
eb1003588c0638d2c75c52a6724b5b2f	NASIC	531190	Lessors of Other Real Estate Property 	current	2024-12-19		kds_adm	2024-12-19		
e8794e870be8d95bdae5a440874525cf	NASIC	531130	Lessors of Miniwarehouses and Self-Storage Units 	current	2024-12-19		kds_adm	2024-12-19		
a96df6be0a611ebe216032889e3f2840	NASIC	531120	Lessors of Nonresidential Buildings (except Miniwarehouses) 	current	2024-12-19		kds_adm	2024-12-19		
ff214fb92fb343ca8681781d16db2ffa	NASIC	531110	Lessors of Residential Buildings and Dwellings 	current	2024-12-19		kds_adm	2024-12-19		
6c2dd6ba593b889ae98d257998215852	NASIC	525990	Other Financial Vehicles 	current	2024-12-19		kds_adm	2024-12-19		
613a8f9680b93a2921967559b5f54d59	NASIC	525920	Trusts, Estates, and Agency Accounts 	current	2024-12-19		kds_adm	2024-12-19		
2c3fd61176f22582a6778dfbafa6c32f	NASIC	525910	Open-End Investment Funds 	current	2024-12-19		kds_adm	2024-12-19		
c52a53016a316c3088461a8c92d23d1e	NASIC	525190	Other Insurance Funds 	current	2024-12-19		kds_adm	2024-12-19		
e30818a60e7c0153038b082a51f1ca89	NASIC	525120	Health and Welfare Funds 	current	2024-12-19		kds_adm	2024-12-19		
f1fdfa9fa3c9e67f6664902e0e6630c4	NASIC	525110	Pension Funds 	current	2024-12-19		kds_adm	2024-12-19		
2849dceab8d71ce4c489a5a20dce2c52	NASIC	524298	All Other Insurance Related Activities 	current	2024-12-19		kds_adm	2024-12-19		
c6b356b7360ab6599941c2e20cc11733	NASIC	524292	Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds 	current	2024-12-19		kds_adm	2024-12-19		
8489c4ae5d3647728245cc7f40ebf518	NASIC	524291	Claims Adjusting 	current	2024-12-19		kds_adm	2024-12-19		
7125b570564e8679b84d1ca6c936ff32	NASIC	524210	Insurance Agencies and Brokerages 	current	2024-12-19		kds_adm	2024-12-19		
c55191a23acc4a994f1d10ac9da17b8f	NASIC	524130	Reinsurance Carriers 	current	2024-12-19		kds_adm	2024-12-19		
395c24590f0bf20f131a7e510b60dda7	NASIC	524128	Other Direct Insurance (except Life, Health, and Medical) Carriers 	current	2024-12-19		kds_adm	2024-12-19		
4657af4852e13bafb2bf05433a40e0ca	NASIC	524127	Direct Title Insurance Carriers 	current	2024-12-19		kds_adm	2024-12-19		
83e6efa0c3585c07a4a12eed54796ff3	NASIC	524126	Direct Property and Casualty Insurance Carriers 	current	2024-12-19		kds_adm	2024-12-19		
9cc56414ec68bde631d257fb7b411489	NASIC	524114	Direct Health and Medical Insurance Carriers 	current	2024-12-19		kds_adm	2024-12-19		
5732aec46264505b11575ea160278719	NASIC	524113	Direct Life Insurance Carriers 	current	2024-12-19		kds_adm	2024-12-19		
6dd1c4420b6c7a45b32e5248a2477248	NASIC	523999	Miscellaneous Financial Investment Activities 	current	2024-12-19		kds_adm	2024-12-19		
48d880f4024e003f3aeb82d517c6bb2d	NASIC	523991	Trust, Fiduciary, and Custody Activities 	current	2024-12-19		kds_adm	2024-12-19		
b1e0dbdc3dc0b78980fbb0b36eb971f2	NASIC	523940	Portfolio Management and Investment Advice 	current	2024-12-19		kds_adm	2024-12-19		
dd49062297e012f3c8fdb5bcbac9955b	NASIC	523910	Miscellaneous Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
3d4e2fbf1eb875bc18ee007a802ba294	NASIC	523210	Securities and Commodity Exchanges	current	2024-12-19		kds_adm	2024-12-19		
5653e611932fb8b6b055dad9338fcb90	NASIC	523160	Commodity Contracts Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
e15c78c77b65c19f95a2e8d466232f4b	NASIC	523150	Investment Banking and Securities Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
6f8da1715387d626b240eb27b5bb08bb	NASIC	522390	Other Activities Related to Credit Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
86b0b62d6c9a7fd55c1942bbaafb102d	NASIC	522320	Financial Transactions Processing, Reserve, and Clearinghouse Activities 	current	2024-12-19		kds_adm	2024-12-19		
6d52e3f453722f5613b29120f6e06cfb	NASIC	522310	Mortgage and Nonmortgage Loan Brokers 	current	2024-12-19		kds_adm	2024-12-19		
6b1afb2f672b8ee7b75720f2fa7bddf1	NASIC	522299	International, Secondary Market, and All Other Nondepository Credit Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
1d3be6bed62559bd62b82bf5793a56ee	NASIC	522292	Real Estate Credit 	current	2024-12-19		kds_adm	2024-12-19		
9b71faee8ffe85746d7830a9217bbe13	NASIC	522291	Consumer Lending 	current	2024-12-19		kds_adm	2024-12-19		
70e41d81e3d4fd54ac607904f9dbe3f1	NASIC	522220	Sales Financing 	current	2024-12-19		kds_adm	2024-12-19		
b0d9b9836f901b791c6a665984707459	NASIC	522210	Credit Card Issuing 	current	2024-12-19		kds_adm	2024-12-19		
fd81c3be6f9cecf8028b1f0d4ed69314	NASIC	522180	Savings Institutions and Other Depository Credit Intermediation 	current	2024-12-19		kds_adm	2024-12-19		
d3a507c89d15b0bc99bd40fa3dcc3ba1	NASIC	522130	Credit Unions 	current	2024-12-19		kds_adm	2024-12-19		
d304a5eec9eb1b42baadca3212674280	NASIC	522110	Commercial Banking 	current	2024-12-19		kds_adm	2024-12-19		
7edae521bfe1b06472723493299ba31b	NASIC	331222	Steel Wire Drawing 	current	2024-12-19		kds_adm	2024-12-19		
295b6a0b1abf5b91393ad2908e656bd7	NASIC	521110	Monetary Authorities-Central Bank	current	2024-12-19		kds_adm	2024-12-19		
7b223ee1a9d121acec0ba731f2f62e2c	NASIC	519290	Web Search Portals and All Other Information Services	current	2024-12-19		kds_adm	2024-12-19		
0d4372a58696973f54db37e892b34d05	NASIC	519210	Libraries and Archives 	current	2024-12-19		kds_adm	2024-12-19		
d6f009a943249c35c8f5460b86957888	NASIC	518210	Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services	current	2024-12-19		kds_adm	2024-12-19		
af855846b9cc18c59a0d8228f171b537	NASIC	517810	All Other Telecommunications 	current	2024-12-19		kds_adm	2024-12-19		
1c6433a3c5e15e1f7661c612f3ba830f	NASIC	517410	Satellite Telecommunications	current	2024-12-19		kds_adm	2024-12-19		
1864651f47388f37f29f99ed89741f09	NASIC	517122	Agents for Wireless Telecommunications Services	current	2024-12-19		kds_adm	2024-12-19		
c030cea058e682ea9fe99ccfc55851de	NASIC	517121	Telecommunications Resellers	current	2024-12-19		kds_adm	2024-12-19		
38ca1dfccb5d7bafbd12e76d75ae3b6b	NASIC	517112	Wireless Telecommunications Carriers (except Satellite)	current	2024-12-19		kds_adm	2024-12-19		
5b2f2e2acf16d5f689fc2b01bc1f0746	NASIC	517111	Wired Telecommunications Carriers 	current	2024-12-19		kds_adm	2024-12-19		
2c5c700d6a5e198bd81b14dfc8d5f340	NASIC	516210	Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers	current	2024-12-19		kds_adm	2024-12-19		
2182ad33604d894f41a104468c72ad14	NASIC	516120	Television Broadcasting Stations	current	2024-12-19		kds_adm	2024-12-19		
6c1d79f36b22fb463f41c5039b7b6819	NASIC	516110	Radio Broadcasting Stations 	current	2024-12-19		kds_adm	2024-12-19		
017ac72c65aa5220fca81f3318444e5b	NASIC	513210	Software Publishers	current	2024-12-19		kds_adm	2024-12-19		
3f8cda51ceefdfe90f29b38d19f01d8e	NASIC	513199	All Other Publishers 	current	2024-12-19		kds_adm	2024-12-19		
ec5113471e9417c3f5de1a502381e1d8	NASIC	513191	Greeting Card Publishers 	current	2024-12-19		kds_adm	2024-12-19		
d8fae6d5294a2bd9df1b0fa4bd0fafc2	NASIC	513140	Directory and Mailing List Publishers 	current	2024-12-19		kds_adm	2024-12-19		
6a6547a49c0f2784ca62e732746da082	NASIC	513130	Book Publishers 	current	2024-12-19		kds_adm	2024-12-19		
ffd9516db06b04b5e16c747623f5756b	NASIC	513120	Periodical Publishers 	current	2024-12-19		kds_adm	2024-12-19		
fa1eec604e0e93b3b55583f06fe4d46d	NASIC	513110	Newspaper Publishers 	current	2024-12-19		kds_adm	2024-12-19		
30829612443bdff6b1022f769fea35ee	NASIC	512290	Other Sound Recording Industries	current	2024-12-19		kds_adm	2024-12-19		
0fa77ab4051e12bbb2dd8d735b2f6260	NASIC	512250	Record Production and Distribution	current	2024-12-19		kds_adm	2024-12-19		
fddafdba001a1d56428a0f6dd378fbb6	NASIC	512240	Sound Recording Studios	current	2024-12-19		kds_adm	2024-12-19		
e0b83c374f665fd9b7916c576b353c81	NASIC	512230	Music Publishers	current	2024-12-19		kds_adm	2024-12-19		
6eab355ad9ba8b2eab0d6d1e26e05910	NASIC	512199	Other Motion Picture and Video Industries 	current	2024-12-19		kds_adm	2024-12-19		
389444d113638b348da8c3ec3b31ca24	NASIC	512191	Teleproduction and Other Postproduction Services 	current	2024-12-19		kds_adm	2024-12-19		
6d6c56341a1a45f44600fd4c60319c81	NASIC	512132	Drive-In Motion Picture Theaters 	current	2024-12-19		kds_adm	2024-12-19		
b2cd630cff0eddf5fdd1c484cfb3d7c9	NASIC	512131	Motion Picture Theaters (except Drive-Ins) 	current	2024-12-19		kds_adm	2024-12-19		
10b84071606020253ccc28c3e2eb8cdd	NASIC	512120	Motion Picture and Video Distribution	current	2024-12-19		kds_adm	2024-12-19		
4716a2f771489952dc9316086ff81af6	NASIC	512110	Motion Picture and Video Production 	current	2024-12-19		kds_adm	2024-12-19		
06a23e0398bbd380ef62731985307808	NASIC	493190	Other Warehousing and Storage	current	2024-12-19		kds_adm	2024-12-19		
a13dbea9a136cdd1d1cc4a739900b3f7	NASIC	493130	Farm Product Warehousing and Storage	current	2024-12-19		kds_adm	2024-12-19		
669c7c7a68d176a1a0e732b4ea6ae613	NASIC	493120	Refrigerated Warehousing and Storage	current	2024-12-19		kds_adm	2024-12-19		
44e9587be282074abb3e79f58c28c74f	NASIC	493110	General Warehousing and Storage 	current	2024-12-19		kds_adm	2024-12-19		
67b26132fa3c85c8e3d1ff902b78eb87	NASIC	492210	Local Messengers and Local Delivery	current	2024-12-19		kds_adm	2024-12-19		
10138737dac8bb81c12cbcc8d9fd6fc4	NASIC	492110	Couriers and Express Delivery Services	current	2024-12-19		kds_adm	2024-12-19		
0d3a0e054616383bdc867d7d671736eb	NASIC	491110	Postal Service	current	2024-12-19		kds_adm	2024-12-19		
7f6f23a2e7e2c98a603b415390aea1da	NASIC	488999	All Other Support Activities for Transportation 	current	2024-12-19		kds_adm	2024-12-19		
5e11956f2f866b7607f41a398e2d7511	NASIC	488991	Packing and Crating 	current	2024-12-19		kds_adm	2024-12-19		
1178ac0d18c9fc9bd2c1d1be788e99cf	NASIC	488510	Freight Transportation Arrangement 	current	2024-12-19		kds_adm	2024-12-19		
81c25c91555b93fe3777a8a8ea4df964	NASIC	488490	Other Support Activities for Road Transportation 	current	2024-12-19		kds_adm	2024-12-19		
bd43ed20e7ecbd4c829c4e0c87c9c329	NASIC	488410	Motor Vehicle Towing	current	2024-12-19		kds_adm	2024-12-19		
d38465f5c6d2befabaf42a231ad7f31a	NASIC	488390	Other Support Activities for Water Transportation	current	2024-12-19		kds_adm	2024-12-19		
3ceb11b799f2860ccd179fe154de68da	NASIC	488330	Navigational Services to Shipping 	current	2024-12-19		kds_adm	2024-12-19		
eb96666493c83af06b666c962f1998d3	NASIC	488320	Marine Cargo Handling	current	2024-12-19		kds_adm	2024-12-19		
c0a7eaffd993996d825f4aefff3f87f7	NASIC	488310	Port and Harbor Operations	current	2024-12-19		kds_adm	2024-12-19		
0b8c37a9eb99b1291e287f9fe0abcce6	NASIC	488210	Support Activities for Rail Transportation	current	2024-12-19		kds_adm	2024-12-19		
22aeb1ca4117d73112ee6878c97b7e60	NASIC	488190	Other Support Activities for Air Transportation	current	2024-12-19		kds_adm	2024-12-19		
18b912130b7c804c0e43485185e09920	NASIC	488119	Other Airport Operations 	current	2024-12-19		kds_adm	2024-12-19		
30c110c9ea87e9f68feb0f7652da9ddd	NASIC	488111	Air Traffic Control	current	2024-12-19		kds_adm	2024-12-19		
188f0e3d38f52325448ffb09755922b1	NASIC	487990	Scenic and Sightseeing Transportation, Other	current	2024-12-19		kds_adm	2024-12-19		
8fe3a8607c2e8b546edaacda613b04c7	NASIC	487210	Scenic and Sightseeing Transportation, Water	current	2024-12-19		kds_adm	2024-12-19		
32718267fcd62a36d9330893a17eac6f	NASIC	487110	Scenic and Sightseeing Transportation, Land	current	2024-12-19		kds_adm	2024-12-19		
90610e386673a933987b0952dd5a69ef	NASIC	486990	All Other Pipeline Transportation	current	2024-12-19		kds_adm	2024-12-19		
ae045c58be2ad1d167d63fbd7b36b795	NASIC	486910	Pipeline Transportation of Refined Petroleum Products	current	2024-12-19		kds_adm	2024-12-19		
759e1f679757c67bc9bbada7a4996e0b	NASIC	486210	Pipeline Transportation of Natural Gas	current	2024-12-19		kds_adm	2024-12-19		
4344a89e969d56d005c65f2e73b268cb	NASIC	486110	Pipeline Transportation of Crude Oil	current	2024-12-19		kds_adm	2024-12-19		
be7283767d927c7892bd2eda61fcee69	NASIC	485999	All Other Transit and Ground Passenger Transportation 	current	2024-12-19		kds_adm	2024-12-19		
e7fb6e6a982f1a7f3f7c04b22b9bd201	NASIC	485991	Special Needs Transportation 	current	2024-12-19		kds_adm	2024-12-19		
ec1f4a0cec5868db6fb64922077a2009	NASIC	485510	Charter Bus Industry	current	2024-12-19		kds_adm	2024-12-19		
dee8ad7ea604a080ad0d9dfa551664c6	NASIC	485410	School and Employee Bus Transportation	current	2024-12-19		kds_adm	2024-12-19		
e618bbe979120303ec7176b38f3b994f	NASIC	485320	Limousine Service	current	2024-12-19		kds_adm	2024-12-19		
46a595fe8723c95c11ceadc9a92af8c6	NASIC	485310	Taxi and Ridesharing Services 	current	2024-12-19		kds_adm	2024-12-19		
de8c6a66b53146d565b7049b07fe67a6	NASIC	485210	Interurban and Rural Bus Transportation	current	2024-12-19		kds_adm	2024-12-19		
cdd7fdb77d06ecb965871b0cbafe6003	NASIC	485119	Other Urban Transit Systems 	current	2024-12-19		kds_adm	2024-12-19		
b50e7783665742916ffded9025443b96	NASIC	485113	Bus and Other Motor Vehicle Transit Systems 	current	2024-12-19		kds_adm	2024-12-19		
850c4ed5826d1a4dd87ad17cb2195d82	NASIC	485112	Commuter Rail Systems 	current	2024-12-19		kds_adm	2024-12-19		
501c70170448c114c14b897edf9be36f	NASIC	485111	Mixed Mode Transit Systems 	current	2024-12-19		kds_adm	2024-12-19		
319606235c77ede5150aa57969b05cff	NASIC	484230	Specialized Freight (except Used Goods) Trucking, Long-Distance 	current	2024-12-19		kds_adm	2024-12-19		
93c2a0163d9ff1042a28801ed2930311	NASIC	484220	Specialized Freight (except Used Goods) Trucking, Local 	current	2024-12-19		kds_adm	2024-12-19		
31ead5e807f864fce4ce03347e614c0c	NASIC	484210	Used Household and Office Goods Moving	current	2024-12-19		kds_adm	2024-12-19		
0c58129f5b7b3ee10576ed6b2e496274	NASIC	484122	General Freight Trucking, Long-Distance, Less Than Truckload 	current	2024-12-19		kds_adm	2024-12-19		
c1b2a2317d933c2aced9dc28b4c3831c	NASIC	484121	General Freight Trucking, Long-Distance, Truckload 	current	2024-12-19		kds_adm	2024-12-19		
abf7fd439d10ccbdb3f6206217a378d9	NASIC	484110	General Freight Trucking, Local 	current	2024-12-19		kds_adm	2024-12-19		
1758018c2fdc442a905ffa01fd8c3053	NASIC	483212	Inland Water Passenger Transportation 	current	2024-12-19		kds_adm	2024-12-19		
ad91843e869be56130c38fbd356e116d	NASIC	483211	Inland Water Freight Transportation 	current	2024-12-19		kds_adm	2024-12-19		
ed59a4176d990d473ddd2dbc828756ba	NASIC	483114	Coastal and Great Lakes Passenger Transportation 	current	2024-12-19		kds_adm	2024-12-19		
af4489ff3c000c9f22fe9cfa23b9ef43	NASIC	483113	Coastal and Great Lakes Freight Transportation 	current	2024-12-19		kds_adm	2024-12-19		
c9ac08b1da1f8a772b2789e37ca41bea	NASIC	483112	Deep Sea Passenger Transportation 	current	2024-12-19		kds_adm	2024-12-19		
c357a92a98a18cc7570eb8e37507ed79	NASIC	483111	Deep Sea Freight Transportation 	current	2024-12-19		kds_adm	2024-12-19		
2c4bfbdbb88f07f853a2c2eb4028fcfc	NASIC	482112	Short Line Railroads 	current	2024-12-19		kds_adm	2024-12-19		
